,2020 Census Tract,Median Income
2630,13279970202,42742
2631,13279970301,68469
2632,13279970302,63004
2633,13279970400,40160
2634,13279970500,42600
2635,13279970600,50227
2636,13281960100,49946
2637,13281960200,55694
2638,13281960301,48750
2639,13281960302,57629
2640,13283960100,48083
2641,13283960200,32928
2642,13285960101,44375
2643,13285960102,49936
2644,13285960201,62645
2645,13285960202,70404
2646,13285960300,67372
2647,13285960401,42792
2648,13285960402,34365
2649,13285960501,46910
2650,13285960503,43011
2651,13285960504,53824
2652,13285960600,37022
2653,13285960700,48732
2654,13285960800,28867
2655,13285960901,32260
2656,13285960903,77485
2657,13285960904,66658
2658,13285961000,48052
2659,13285961100,57105
2660,13287970201,28879
2661,13287970202,52700
2662,13287970300,49688
2663,13289060101,44926
2664,13289060102,41016
2665,13289060200,47165
2666,13291000101,54481
2667,13291000103,66466
2668,13291000104,47056
2669,13291000201,53008
2670,13291000203,54281
2671,13291000204,53986
2672,13291000206,51125
2673,13291000207,31563
2674,13293010100,49783
2675,13293010201,44222
2676,13293010202,59407
2677,13293010300,54593
2678,13293010401,56979
2679,13293010402,36458
2680,13293010500,27401
2681,13293010600,48250
2682,13295020101,40985
2683,13295020102,38750
2684,13295020200,36558
2685,13295020301,40968
2686,13295020302,43333
2687,13295020400,85515
2688,13295020503,61458
2689,13295020504,46747
2690,13295020505,60521
2691,13295020506,59818
2692,13295020601,73008
2693,13295020602,49022
2694,13295020701,29654
2695,13295020702,31809
2696,13295020800,55707
2697,13295020902,37455
2698,13295020903,47155
2699,13295020904,63809
2700,13297110101,86250
2701,13297110102,82957
2702,13297110200,61181
2703,13297110301,42237
2704,13297110302,36351
2705,13297110400,40691
2706,13297110503,87500
2707,13297110504,72365
2708,13297110505,85238
2709,13297110506,95319
2710,13297110508,79095
2711,13297110509,87841
2712,13297110510,91944
2713,13297110601,85368
2714,13297110602,75806
2715,13297110603,61926
2716,13297110701,65139
2717,13297110702,53805
2718,13297110801,80037
2719,13297110802,78380
2720,13299950100,56500
2721,13299950200,50795
2722,13299950300,31121
2723,13299950400,21643
2724,13299950500,38387
2725,13299950600,64362
2726,13299950700,29280
2727,13299950801,48175
2728,13299950802,21568
2729,13299950900,37925
2730,13301970400,32639
2731,13301970500,38776
2732,13303950100,60481
2733,13303950300,35600
2734,13303950400,40068
2735,13303950500,41464
2736,13303950700,37500
2737,13305970100,48866
2738,13305970201,-
2739,13305970202,30769
2740,13305970300,48138
2741,13305970400,42188
2742,13305970500,60766
2743,13305970600,57845
2744,13307960100,26875
2745,13307960200,41563
2746,13309780100,32109
2747,13309780200,25412
2748,13311950101,78929
2749,13311950102,39674
2750,13311950202,52639
2751,13311950204,57113
2752,13311950205,76264
2753,13311950206,59278
2754,13311950207,45724
2755,13311950301,82568
2756,13311950302,77279
2757,13313000101,65208
2758,13313000103,72784
2759,13313000104,59418
2760,13313000200,52563
2761,13313000301,38903
2762,13313000303,54107
2763,13313000304,59964
2764,13313000401,47512
2765,13313000402,44517
2766,13313000501,63080
2767,13313000502,38916
2768,13313000600,68448
2769,13313000700,59420
2770,13313000801,50540
2771,13313000802,64760
2772,13313000900,89306
2773,13313001000,48798
2774,13313001100,40417
2775,13313001200,35034
2776,13313001300,39718
2777,13313001400,85228
2778,13313001500,37452
2779,13315960100,34375
2780,13315960200,44063
2781,13315960300,55053
2782,13315960400,38000
2783,13317010101,48707
2784,13317010102,43508
2785,13317010301,60613
2786,13317010302,29750
2787,13319960200,31154
2788,13319960300,35150
2789,13319960400,41912
2790,13321950100,52500
2791,13321950201,61138
2792,13321950202,68125
2793,13321950400,45174
2794,13321950500,53357
2795,13321950600,77802
