sys_sch,System ID,System Name,School ID,School Name,2019 CCRPI Single Score,2019 BTO Designation
652176,652,Elbert County,176,Elbert County High School,62.1,Below Expected Range
652104,652,Elbert County,104,Elbert County Middle School,63.8,Below Expected Range
652213,652,Elbert County,213,Elbert County Primary School,63.5,Below Expected Range
6532050,653,Emanuel County,2050,Emanuel County Institute,81.6,Beating the Odds
653198,653,Emanuel County,198,Swainsboro Elementary School,62.7,Within Expected Range
653189,653,Emanuel County,189,Swainsboro High School,75,Beating the Odds
653192,653,Emanuel County,192,Swainsboro Middle School,56,Below Expected Range
653196,653,Emanuel County,196,Swainsboro Primary School,66.7,Within Expected Range
653100,653,Emanuel County,100,Twin City Elementary School,58.8,Below Expected Range
654196,654,Evans County,196,Claxton Elementary School,66.1,Within Expected Range
6542050,654,Evans County,2050,Claxton High School,74.9,Within Expected Range
6543050,654,Evans County,3050,Claxton Middle School,63.4,Below Expected Range
6551050,655,Fannin County,1050,Blue Ridge Elementary School,66.6,Below Expected Range
655194,655,Fannin County,194,East Fannin Elementary School,59,Below Expected Range
655176,655,Fannin County,176,Fannin County High School,70.6,Below Expected Range
655193,655,Fannin County,193,Fannin County Middle School,79.9,Beating the Odds
655293,655,Fannin County,293,West Fannin Elementary School,75.8,Within Expected Range
656108,656,Fayette County,108,Bennett's Mill Middle School,88,Beating the Odds
656178,656,Fayette County,178,Booth Middle School,96.4,Beating the Odds
656191,656,Fayette County,191,Braelinn Elementary School,92.2,Within Expected Range
656102,656,Fayette County,102,Cleveland Elementary School,79.8,Within Expected Range
656104,656,Fayette County,104,Crabapple Lane Elementary School,87.8,Within Expected Range
656398,656,Fayette County,398,Fayette County High School,76,Below Expected Range
656402,656,Fayette County,402,Fayetteville Elementary School,79.7,Within Expected Range
656491,656,Fayette County,491,Flat Rock Middle School,90.1,Beating the Odds
656180,656,Fayette County,180,Huddleston Elementary School,94.8,Beating the Odds
656111,656,Fayette County,111,Inman Elementary,79.1,Below Expected Range
656196,656,Fayette County,196,Kedron Elementary School,87.2,Below Expected Range
656182,656,Fayette County,182,McIntosh High School,95.1,Beating the Odds
656181,656,Fayette County,181,North Fayette Elementary School,86.3,Beating the Odds
656186,656,Fayette County,186,Oak Grove Elementary School,96,Within Expected Range
6561052,656,Fayette County,1052,Peachtree City Elementary School,93,Within Expected Range
656199,656,Fayette County,199,Peeples Elementary School,92.3,Beating the Odds
656298,656,Fayette County,298,Rising Starr Middle School,97.6,Beating the Odds
656291,656,Fayette County,291,Robert J. Burch Elementary School,83.6,Beating the Odds
656192,656,Fayette County,192,Sandy Creek High School,77.3,Within Expected Range
656103,656,Fayette County,103,Sara Harp Minter Elementary School,85.1,Within Expected Range
656296,656,Fayette County,296,Spring Hill Elementary School,74.8,Below Expected Range
656198,656,Fayette County,198,Starrs Mill High School,92.1,Within Expected Range
656105,656,Fayette County,105,Whitewater High School,90,Within Expected Range
656391,656,Fayette County,391,Whitewater Middle School,86.6,Within Expected Range
6571050,657,Floyd County,1050,Alto Park Elementary School,67.4,Below Expected Range
657195,657,Floyd County,195,Armuchee Elementary School,83.6,Beating the Odds
657401,657,Floyd County,401,Armuchee High School,78,Within Expected Range
657303,657,Floyd County,303,Armuchee Middle School,84.1,Beating the Odds
6573050,657,Floyd County,3050,Cave Spring Elementary School,73.3,Within Expected Range
6575050,657,Floyd County,5050,Coosa High School,74.9,Within Expected Range
657103,657,Floyd County,103,Coosa Middle School,66.5,Below Expected Range
6572052,657,Floyd County,2052,Garden Lakes Elementary School,82.4,Beating the Odds
6573052,657,Floyd County,3052,Glenwood Primary School,89.1,Beating the Odds
657102,657,Floyd County,102,Johnson Elementary,93.2,Beating the Odds
657173,657,Floyd County,173,McHenry Primary,73.7,Within Expected Range
657188,657,Floyd County,188,Model Elementary School,87.7,Beating the Odds
657111,657,Floyd County,111,Model High,81,Within Expected Range
657203,657,Floyd County,203,Model Middle School,91.6,Beating the Odds
657199,657,Floyd County,199,Pepperell Elementary,80.5,Beating the Odds
657107,657,Floyd County,107,Pepperell High School,73.7,Within Expected Range
657273,657,Floyd County,273,Pepperell Middle School,80.3,Beating the Odds
6574054,657,Floyd County,4054,Pepperell Primary,82.4,Beating the Odds
658701,658,Forsyth County,701,Alliance Academy for Innovation,93.7,Beating the Odds
6581050,658,Forsyth County,1050,Big Creek Elementary School,94.7,Within Expected Range
658699,658,Forsyth County,699,Brandywine Elementary School,86.6,Within Expected Range
658211,658,Forsyth County,211,Brookwood Elementary,96.8,Within Expected Range
658194,658,Forsyth County,194,Chattahoochee Elementary School,79.8,Below Expected Range
658204,658,Forsyth County,204,Chestatee Elementary,89.4,Beating the Odds
658182,658,Forsyth County,182,Coal Mountain Elementary School,90,Within Expected Range
658103,658,Forsyth County,103,Cumming Elementary School,79.1,Within Expected Range
658197,658,Forsyth County,197,Daves Creek Elementary School,99.2,Within Expected Range
658702,658,Forsyth County,702,Denmark High School,91.1,Beating the Odds
658700,658,Forsyth County,700,DeSana Middle School,90.8,Beating the Odds
6585050,658,Forsyth County,5050,Forsyth Central High School,85.1,Within Expected Range
658219,658,Forsyth County,219,Forsyth Virtual Academy,77.4,Below Expected Range
658213,658,Forsyth County,213,George W. Whitlow Elementary,92.5,Beating the Odds
658215,658,Forsyth County,215,Haw Creek Elementary,90.4,Within Expected Range
658108,658,Forsyth County,108,Johns Creek Elementary,97.3,Within Expected Range
658313,658,Forsyth County,313,Kelly Mill Elementary,91.5,Within Expected Range
658216,658,Forsyth County,216,Lakeside Middle School,93.3,Within Expected Range
658214,658,Forsyth County,214,Lambert High School,95.4,Within Expected Range
658303,658,Forsyth County,303,Liberty Middle School,88.6,Beating the Odds
658206,658,Forsyth County,206,Little Mill Middle School,78.8,Within Expected Range
658176,658,Forsyth County,176,Mashburn Elementary School,89.8,Within Expected Range
658102,658,Forsyth County,102,Matt Elementary School,89.7,Beating the Odds
6581052,658,Forsyth County,1052,Midway Elementary School,91.8,Within Expected Range
658195,658,Forsyth County,195,North Forsyth High School,83,Within Expected Range
658498,658,Forsyth County,498,North Forsyth Middle School,81.7,Below Expected Range
658202,658,Forsyth County,202,Otwell Middle School,81.3,Within Expected Range
658407,658,Forsyth County,407,Piney Grove Middle School,94.4,Beating the Odds
658105,658,Forsyth County,105,Riverwatch Middle School,92.8,Below Expected Range
658203,658,Forsyth County,203,Sawnee Elementary School,83,Below Expected Range
658100,658,Forsyth County,100,Settles Bridge Elementary School,96.3,Within Expected Range
658104,658,Forsyth County,104,Sharon Elementary School,93.5,Within Expected Range
658106,658,Forsyth County,106,Shiloh Point Elementary,96.7,Within Expected Range
658307,658,Forsyth County,307,Silver City Elementary School,90.2,Within Expected Range
658190,658,Forsyth County,190,South Forsyth High School,94.7,Within Expected Range
658598,658,Forsyth County,598,South Forsyth Middle School,94.5,Within Expected Range
658198,658,Forsyth County,198,Vickery Creek Elementary School,96.8,Beating the Odds
658199,658,Forsyth County,199,Vickery Creek Middle School,96,Beating the Odds
658107,658,Forsyth County,107,West Forsyth High School,88.9,Within Expected Range
659107,659,Franklin County,107,Carnesville Elementary Intermediate School,73.2,Within Expected Range
6592050,659,Franklin County,2050,Carnesville Elementary Primary School,86.2,Beating the Odds
6593050,659,Franklin County,3050,Franklin County High School,83.6,Beating the Odds
659105,659,Franklin County,105,Franklin County Middle School,70.5,Below Expected Range
6595050,659,Franklin County,5050,Lavonia Elementary School,67.4,Below Expected Range
6591052,659,Franklin County,1052,Royston Elementary School,64.9,Below Expected Range
660101,660,Fulton County,101,Abbotts Hill Elementary School,87.9,Below Expected Range
6601050,660,Fulton County,1050,Alpharetta Elementary School,88.7,Below Expected Range
660205,660,Fulton County,205,Alpharetta High School,95.5,Beating the Odds
660406,660,Fulton County,406,Amana Academy School,91.8,Beating the Odds
6605060,660,Fulton County,5060,Asa Hilliard Elementary School,65.6,Within Expected Range
660305,660,Fulton County,305,Autrey Mill Middle School,95.2,Within Expected Range
660176,660,Fulton County,176,Banneker High School,68.6,Beating the Odds
660187,660,Fulton County,187,Barnwell Elementary School,93.5,Within Expected Range
660391,660,Fulton County,391,Bear Creek Middle School,65.7,Within Expected Range
6602058,660,Fulton County,2058,Bethune Elementary School,53.2,Below Expected Range
6601210,660,Fulton County,1210,Birmingham Falls Elementary School,93,Within Expected Range
6602550,660,Fulton County,2550,Brookview Elementary School,67.4,Within Expected Range
660119,660,Fulton County,119,Cambridge High School,93.8,Within Expected Range
660186,660,Fulton County,186,Camp Creek Middle School,78.7,Beating the Odds
6602070,660,Fulton County,2070,Campbell Elementary School,66,Within Expected Range
660198,660,Fulton County,198,Centennial High School,81.5,Within Expected Range
660392,660,Fulton County,392,Chattahoochee High School,95.8,Beating the Odds
660215,660,Fulton County,215,Chattahoochee Hills Charter School,66.8,Below Expected Range
6601010,660,Fulton County,1010,Cliftondale Elementary School,81.2,Beating the Odds
660303,660,Fulton County,303,Cogburn Woods Elementary School,90.3,Below Expected Range
6601315,660,Fulton County,1315,College Park Elementary,57.1,Within Expected Range
6605052,660,Fulton County,5052,Conley Hills Elementary School,49.2,Below Expected Range
660193,660,Fulton County,193,Crabapple Crossing Elementary School,93.1,Below Expected Range
660184,660,Fulton County,184,Crabapple Middle School,83.2,Within Expected Range
660102,660,Fulton County,102,Creek View Elementary School,97.4,Within Expected Range
660291,660,Fulton County,291,Creekside High School,66.2,Within Expected Range
660180,660,Fulton County,180,Dolvin Elementary School,93.2,Within Expected Range
660207,660,Fulton County,207,Dunwoody Springs Elementary School,78.8,Beating the Odds
6604069,660,Fulton County,4069,E. C. West Elementary School,78,Beating the Odds
660302,660,Fulton County,302,Elkins Pointe Middle School,88.4,Beating the Odds
660114,660,Fulton County,114,Feldwood Elementary School,69,Beating the Odds
660295,660,Fulton County,295,Findley Oaks Elementary School,97,Beating the Odds
6601319,660,Fulton County,1319,Fulton Academy of Science and Technology,85.6,Within Expected Range
660276,660,Fulton County,276,Gullatt Elementary School,65.9,Beating the Odds
660501,660,Fulton County,501,Hamilton E. Holmes Elementary,71,Beating the Odds
660118,660,Fulton County,118,Hapeville Charter Career Academy,74.2,Beating the Odds
660605,660,Fulton County,605,Hapeville Charter Middle School,79.7,Beating the Odds
660192,660,Fulton County,192,Hapeville Elementary School,68,Within Expected Range
660384,660,Fulton County,384,Haynes Bridge Middle School,80.5,Within Expected Range
6603056,660,Fulton County,3056,Heards Ferry Elementary School,94.2,Within Expected Range
660103,660,Fulton County,103,Hembree Springs Elementary School,91.7,Beating the Odds
660301,660,Fulton County,301,Heritage Elementary School,61.8,Within Expected Range
6604056,660,Fulton County,4056,High Point Elementary School,89.4,Beating the Odds
660202,660,Fulton County,202,Hillside Elementary School,77.1,Within Expected Range
660284,660,Fulton County,284,Holcomb Bridge Middle School,77.1,Within Expected Range
660105,660,Fulton County,105,Hopewell Middle School,84.3,Below Expected Range
660386,660,Fulton County,386,Independence High School,49.3,Beating the Odds
6601310,660,Fulton County,1310,Ison Springs Elementary School,66.1,Below Expected Range
660175,660,Fulton County,175,Jackson Elementary School,65.7,Below Expected Range
660910,660,Fulton County,910,Johns Creek High School,91.7,Within Expected Range
660204,660,Fulton County,204,KIPP South Fulton Academy School,91.8,Beating the Odds
660909,660,Fulton County,909,Lake Forest Elementary,78.6,Beating the Odds
660190,660,Fulton County,190,Lake Windward Elementary School,93.5,Within Expected Range
6601110,660,Fulton County,1110,Langston Hughes High School,68.2,Within Expected Range
6601313,660,Fulton County,1313,Latin College Prep,61.5,Below Expected Range
6601312,660,Fulton County,1312,Latin Grammar School,67.2,Below Expected Range
6603058,660,Fulton County,3058,Lee Elementary School,70.8,Within Expected Range
660503,660,Fulton County,503,Liberty Point Elementary School,83.5,Beating the Odds
