2020 Census Tract,T2_est77,T2_est84,T2_est91,Total Rental Units with Severe Housing Problems and Equal to or less than 80% AMI,T7_est109,T7_est130,T7_est151,Total Rental Units Equal to or less than 80% AMI,% of rental units occupied by 80% AMI and below with Severe Housing Problems
13121010220,0,80,55,135,105,130,120,355,0.38028169014084506
13121010221,15,40,0,55,80,40,20,140,0.39285714285714285
13121010222,0,0,15,15,0,0,25,25,0.6
13121010223,0,0,0,0,0,0,0,0,-
13121010305,115,0,0,115,120,35,55,210,0.5476190476190477
13121010306,0,4,0,4,0,30,85,115,0.034782608695652174
13121010307,25,0,0,25,25,0,90,115,0.21739130434782608
13121010308,50,0,0,50,50,0,0,50,1
13121010309,160,0,0,160,160,0,55,215,0.7441860465116279
13121010310,0,0,0,0,0,0,0,0,-
13121010311,0,0,60,60,0,0,60,60,1
13121010312,55,0,0,55,55,0,75,130,0.4230769230769231
13121010313,90,25,0,115,90,25,270,385,0.2987012987012987
13121010314,0,0,0,0,0,0,30,30,0
13121010315,0,0,0,0,155,90,260,505,0
13121010401,135,15,0,150,270,50,135,455,0.32967032967032966
13121010402,40,0,50,90,40,25,70,135,0.6666666666666666
13121010508,30,15,0,45,30,25,55,110,0.4090909090909091
13121010517,45,140,0,185,65,160,10,235,0.7872340425531915
13121010518,45,90,15,150,45,145,70,260,0.5769230769230769
13121010519,165,0,0,165,440,40,20,500,0.33
13121010520,185,0,15,200,185,290,155,630,0.31746031746031744
13121010521,50,0,0,50,95,0,40,135,0.37037037037037035
13121010522,410,15,0,425,470,145,240,855,0.49707602339181284
13121010523,30,0,10,40,40,130,50,220,0.18181818181818182
13121010524,15,45,0,60,55,370,200,625,0.096
13121010525,215,0,0,215,275,445,195,915,0.23497267759562843
13121010526,155,105,0,260,250,170,30,450,0.5777777777777777
13121010527,380,40,0,420,380,140,350,870,0.4827586206896552
13121010528,225,310,120,655,225,410,395,1030,0.6359223300970874
13121010529,90,45,0,135,90,45,140,275,0.4909090909090909
13121010530,110,0,0,110,160,125,0,285,0.38596491228070173
13121010531,0,60,0,60,0,60,0,60,1
13121010532,260,155,0,415,260,155,0,415,1
13121010533,200,0,135,335,200,50,270,520,0.6442307692307693
13121010534,110,195,0,305,110,195,325,630,0.48412698412698413
13121010535,0,0,0,0,0,40,55,95,0
13121010536,0,60,0,60,0,60,160,220,0.2727272727272727
13121010537,0,25,0,25,0,40,15,55,0.45454545454545453
13121010538,70,4,10,84,145,30,90,265,0.3169811320754717
13121010539,65,0,70,135,105,40,70,215,0.627906976744186
13121010540,0,0,0,0,0,0,130,130,0
13121010601,165,30,0,195,350,110,155,615,0.3170731707317073
13121010603,240,45,0,285,335,230,230,795,0.3584905660377358
13121010604,465,0,0,465,515,130,200,845,0.5502958579881657
13121010801,10,65,0,75,70,75,185,330,0.22727272727272727
13121010802,125,0,0,125,165,60,155,380,0.32894736842105265
13121011000,130,10,20,160,310,65,45,420,0.38095238095238093
13121011100,125,0,0,125,180,100,25,305,0.4098360655737705
13121011202,235,30,0,265,295,110,275,680,0.3897058823529412
13121011203,105,10,0,115,130,35,70,235,0.48936170212765956
13121011204,110,25,0,135,125,100,55,280,0.48214285714285715
13121011301,105,0,20,125,105,0,130,235,0.5319148936170213
13121011306,160,65,20,245,215,230,80,525,0.4666666666666667
13121011307,375,130,95,600,420,535,415,1370,0.43795620437956206
13121011308,95,0,0,95,140,115,185,440,0.2159090909090909
13121011309,100,80,130,310,125,110,330,565,0.5486725663716814
13121011310,125,130,40,295,205,295,620,1120,0.26339285714285715
13121011416,0,0,0,0,0,30,0,30,0
13121011417,95,100,85,280,95,100,155,350,0.8
13121011419,0,50,20,70,15,70,60,145,0.4827586206896552
13121011421,105,215,0,320,105,300,290,695,0.460431654676259
13121011422,0,25,0,25,0,25,120,145,0.1724137931034483
13121011423,70,65,0,135,75,65,4,144,0.9375
13121011424,0,50,0,50,80,60,0,140,0.35714285714285715
13121011426,0,35,0,35,15,35,15,65,0.5384615384615384
13121011428,0,0,0,0,0,0,15,15,0
13121011429,20,0,15,35,120,15,15,150,0.23333333333333334
13121011430,165,65,25,255,205,395,440,1040,0.24519230769230768
13121011431,45,35,0,80,45,35,125,205,0.3902439024390244
13121011432,140,55,0,195,140,100,315,555,0.35135135135135137
13121011433,0,0,0,0,0,0,0,0,-
13121011434,0,0,0,0,0,0,95,95,0
13121011435,120,100,0,220,130,110,110,350,0.6285714285714286
13121011436,0,0,0,0,0,0,0,0,-
13121011437,65,30,0,95,85,35,55,175,0.5428571428571428
13121011438,60,95,0,155,60,210,245,515,0.30097087378640774
13121011439,0,0,55,55,0,20,55,75,0.7333333333333333
13121011440,0,0,25,25,0,35,70,105,0.23809523809523808
13121011441,160,20,0,180,160,20,30,210,0.8571428571428571
13121011442,35,50,60,145,35,70,85,190,0.7631578947368421
13121011443,0,140,15,155,0,140,85,225,0.6888888888888889
13121011444,0,0,0,0,20,0,0,20,0
13121011445,0,0,25,25,0,0,40,40,0.625
13121011446,0,0,0,0,0,0,0,0,-
13121011505,0,0,0,0,0,0,0,0,-
13121011507,0,0,0,0,0,0,0,0,-
13121011508,0,0,0,0,0,0,0,0,-
13121011509,0,0,45,45,0,0,45,45,1
13121011510,0,0,0,0,0,0,0,0,-
13121011511,0,0,0,0,0,0,40,40,0
13121011512,4,0,0,4,4,15,10,29,0.13793103448275862
13121011513,0,0,0,0,0,15,0,15,0
13121011514,0,0,0,0,0,0,45,45,0
13121011515,0,0,0,0,0,0,0,0,-
13121011612,0,0,0,0,0,0,0,0,-
13121011618,165,105,10,280,165,135,70,370,0.7567567567567568
13121011624,0,0,0,0,0,0,0,0,-
13121011627,85,0,0,85,85,0,200,285,0.2982456140350877
13121011628,15,50,0,65,15,50,115,180,0.3611111111111111
13121011629,0,0,0,0,0,0,0,0,-
13121011630,55,0,0,55,55,0,110,165,0.3333333333333333
13121011631,100,50,0,150,125,100,405,630,0.23809523809523808
13121011632,0,15,100,115,0,15,160,175,0.6571428571428571
13121011633,0,0,0,0,0,0,50,50,0
13121011634,30,115,15,160,30,125,55,210,0.7619047619047619
13121011635,0,55,0,55,0,55,0,55,1
13121011636,45,40,0,85,45,40,100,185,0.4594594594594595
13121011637,0,30,0,30,0,30,0,30,1
13121011638,15,15,0,30,45,90,20,155,0.1935483870967742
13121011639,60,40,0,100,60,40,75,175,0.5714285714285714
13121011640,20,105,15,140,20,105,125,250,0.56
13121011641,0,0,0,0,0,0,0,0,-
13121011642,40,110,0,150,40,110,0,150,1
13121011643,350,20,20,390,350,45,425,820,0.47560975609756095
13121011644,75,0,0,75,180,0,30,210,0.35714285714285715
13121011645,0,45,0,45,0,45,0,45,1
13121011646,80,50,70,200,230,60,155,445,0.449438202247191
13121011647,15,260,0,275,35,315,140,490,0.5612244897959183
13121011648,0,0,0,0,15,0,15,30,0
13121011649,30,0,0,30,75,0,0,75,0.4
13121011650,10,35,70,115,10,35,145,190,0.6052631578947368
13121011651,45,0,0,45,45,0,15,60,0.75
13121011652,15,100,15,130,15,100,155,270,0.48148148148148145
13121011653,0,0,0,0,0,0,0,0,-
13121011654,10,35,15,60,10,35,90,135,0.4444444444444444
13121011655,15,10,0,25,25,10,10,45,0.5555555555555556
13121011656,0,0,0,0,0,0,0,0,-
13121011657,0,0,0,0,0,0,0,0,-
13121011658,95,0,0,95,145,0,50,195,0.48717948717948717
13121011659,65,0,0,65,65,0,100,165,0.3939393939393939
13121011660,125,45,15,185,125,45,65,235,0.7872340425531915
13121011661,0,0,0,0,0,0,0,0,-
13121011801,20,15,0,35,60,25,55,140,0.25
13121011802,125,30,15,170,200,40,140,380,0.4473684210526316
13121011901,285,4,0,289,405,75,80,560,0.5160714285714286
13121011902,180,15,15,210,315,35,90,440,0.4772727272727273
13121012000,705,45,65,815,910,190,270,1370,0.5948905109489051
13121012300,95,0,0,95,120,150,445,715,0.13286713286713286
13121980000,0,0,0,0,0,0,0,0,-
13123080100,15,4,0,19,30,45,115,190,0.1
13123080200,50,65,15,130,100,140,55,295,0.4406779661016949
13123080301,25,45,0,70,55,95,110,260,0.2692307692307692
13123080302,60,40,35,135,260,195,80,535,0.2523364485981308
13123080401,0,0,0,0,75,35,140,250,0
13123080402,20,30,0,50,20,65,75,160,0.3125
13123080403,0,15,0,15,0,15,60,75,0.2
13123080500,40,0,0,40,80,110,55,245,0.16326530612244897
13125010100,40,15,20,75,90,60,50,200,0.375
13127000101,15,35,0,50,15,40,35,90,0.5555555555555556
13127000103,10,45,0,55,10,55,100,165,0.3333333333333333
13127000104,0,4,0,4,0,25,10,35,0.11428571428571428
13127000201,0,15,0,15,0,15,45,60,0.25
13127000202,40,25,0,65,40,25,10,75,0.8666666666666667
13127000301,0,0,0,0,0,20,0,20,0
13127000302,0,0,10,10,0,10,20,30,0.3333333333333333
13127000303,0,0,0,0,0,0,0,0,-
13127000403,4,30,0,34,15,55,75,145,0.23448275862068965
13127000405,45,0,0,45,45,30,65,140,0.32142857142857145
13127000406,0,0,0,0,35,40,65,140,0
13127000407,0,15,40,55,0,15,130,145,0.3793103448275862
13127000408,0,15,0,15,0,25,45,70,0.21428571428571427
13127000409,25,0,0,25,25,0,10,35,0.7142857142857143
13127000501,215,35,0,250,305,225,210,740,0.33783783783783783
13127000503,110,90,65,265,150,205,295,650,0.4076923076923077
13127000504,110,90,4,204,175,210,65,450,0.4533333333333333
13127000601,65,0,25,90,120,295,190,605,0.1487603305785124
13127000602,0,0,0,0,0,20,50,70,0
13127000701,55,0,15,70,145,20,155,320,0.21875
13127000702,275,60,0,335,310,180,220,710,0.47183098591549294
13127000800,205,40,0,245,560,310,95,965,0.2538860103626943
13127000900,315,55,25,395,440,185,205,830,0.4759036144578313
13127001001,0,50,0,50,80,125,35,240,0.20833333333333334
13127001002,40,0,0,40,40,0,170,210,0.19047619047619047
13127990000,0,0,0,0,0,0,0,0,-
13129970101,0,0,0,0,0,10,50,60,0
13129970102,4,0,0,4,40,125,60,225,0.017777777777777778
13129970201,10,10,4,24,25,15,95,135,0.17777777777777778
13129970202,20,75,0,95,20,75,15,110,0.8636363636363636
13129970301,100,150,55,305,245,290,150,685,0.44525547445255476
13129970302,50,115,0,165,90,175,255,520,0.3173076923076923
13129970400,195,60,0,255,250,220,115,585,0.4358974358974359
13129970500,130,4,0,134,175,100,85,360,0.37222222222222223
13129970601,30,50,0,80,55,315,110,480,0.16666666666666666
13129970602,65,75,85,225,185,140,360,685,0.3284671532846715
13129970700,35,10,20,65,95,70,45,210,0.30952380952380953
13129970801,0,0,25,25,15,0,35,50,0.5
13129970802,0,0,0,0,0,10,0,10,0
13129970901,15,0,0,15,15,35,0,50,0.3
13129970902,15,4,4,23,20,15,55,90,0.25555555555555554
13131950100,10,25,4,39,10,40,130,180,0.21666666666666667
13131950200,4,0,0,4,20,30,40,90,0.044444444444444446
13131950300,60,120,15,195,160,200,95,455,0.42857142857142855
13131950401,30,40,25,95,65,110,70,245,0.3877551020408163
13131950402,150,45,0,195,355,265,100,720,0.2708333333333333
13131950501,0,0,0,0,0,0,20,20,0
13131950502,145,25,0,170,145,70,90,305,0.5573770491803278
13131950600,10,0,0,10,10,35,80,125,0.08
13133950100,15,0,0,15,55,15,10,80,0.1875
13133950200,65,0,0,65,85,40,75,200,0.325
13133950301,0,30,0,30,10,30,0,40,0.75
13133950302,0,0,4,4,0,30,25,55,0.07272727272727272
13133950304,10,0,0,10,10,10,105,125,0.08
13133950305,160,15,10,185,160,170,180,510,0.3627450980392157
13133950400,50,4,0,54,70,25,25,120,0.45
13133950500,4,0,0,4,20,10,20,50,0.08
13135050105,185,15,0,200,290,105,100,495,0.40404040404040403
13135050110,245,30,10,285,280,30,10,320,0.890625
13135050111,0,35,0,35,0,80,50,130,0.2692307692307692
13135050112,55,10,0,65,120,10,80,210,0.30952380952380953
13135050113,105,0,0,105,130,30,115,275,0.38181818181818183
13135050114,20,15,0,35,60,40,20,120,0.2916666666666667
13135050115,85,0,0,85,120,20,145,285,0.2982456140350877
13135050116,0,0,0,0,0,0,0,0,-
13135050117,0,0,0,0,0,0,60,60,0
13135050118,45,0,0,45,45,55,55,155,0.2903225806451613
13135050119,0,45,0,45,0,90,115,205,0.21951219512195122
13135050120,0,0,0,0,0,0,20,20,0
13135050121,40,0,0,40,40,0,20,60,0.6666666666666666
13135050205,100,85,10,195,125,155,100,380,0.5131578947368421
13135050215,75,30,10,115,75,100,190,365,0.3150684931506849
13135050218,110,0,30,140,175,60,140,375,0.37333333333333335
13135050219,60,50,15,125,130,145,35,310,0.4032258064516129
13135050221,0,80,0,80,110,105,220,435,0.1839080459770115
13135050222,75,165,4,244,90,205,505,800,0.305
13135050223,220,25,0,245,250,115,250,615,0.3983739837398374
13135050224,35,30,80,145,35,30,100,165,0.8787878787878788
13135050225,50,45,55,150,95,135,250,480,0.3125
13135050226,95,50,0,145,95,50,185,330,0.4393939393939394
13135050227,0,0,0,0,0,0,15,15,0
13135050228,115,150,0,265,120,200,230,550,0.4818181818181818
13135050229,130,60,50,240,150,275,265,690,0.34782608695652173
13135050230,90,125,0,215,120,200,180,500,0.43
13135050231,70,130,115,315,170,150,230,550,0.5727272727272728
13135050232,0,20,0,20,0,20,0,20,1
13135050233,40,20,0,60,40,25,80,145,0.41379310344827586
13135050234,20,0,15,35,20,0,150,170,0.20588235294117646
13135050235,35,0,0,35,35,0,0,35,1
13135050236,120,30,15,165,200,30,65,295,0.559322033898305
13135050237,0,0,10,10,0,0,45,45,0.2222222222222222
13135050238,225,45,0,270,225,45,50,320,0.84375
13135050239,0,15,0,15,0,15,10,25,0.6
13135050240,0,0,0,0,0,0,0,0,-
13135050241,0,0,0,0,0,0,0,0,-
13135050242,0,0,0,0,0,0,0,0,-
13135050243,30,0,0,30,30,0,0,30,1
13135050244,0,0,0,0,0,0,0,0,-
13135050306,40,100,10,150,100,140,170,410,0.36585365853658536
13135050308,0,0,0,0,0,0,0,0,-
13135050311,0,0,0,0,20,0,0,20,0
13135050315,390,195,90,675,400,365,680,1445,0.4671280276816609
13135050317,230,125,110,465,230,245,630,1105,0.42081447963800905
13135050318,60,190,55,305,125,285,255,665,0.45864661654135336
13135050321,0,0,10,10,0,0,50,50,0.2
13135050322,10,0,0,10,10,0,0,10,1
13135050323,0,0,0,0,0,0,20,20,0
13135050324,175,115,20,310,225,180,355,760,0.40789473684210525
13135050325,120,30,0,150,120,40,45,205,0.7317073170731707
13135050326,230,30,0,260,340,170,60,570,0.45614035087719296
13135050327,80,55,45,180,85,125,170,380,0.47368421052631576
13135050328,85,65,0,150,85,245,105,435,0.3448275862068966
13135050329,50,200,0,250,50,260,125,435,0.5747126436781609
13135050330,115,20,0,135,130,45,95,270,0.5
13135050331,80,70,0,150,105,110,165,380,0.39473684210526316
13135050332,75,105,50,230,75,230,405,710,0.323943661971831
13135050333,120,310,0,430,135,385,430,950,0.45263157894736844
13135050334,70,45,0,115,175,175,180,530,0.2169811320754717
13135050335,95,130,0,225,95,130,110,335,0.6716417910447762
13135050336,0,40,0,40,0,40,0,40,1
13135050415,75,10,0,85,75,10,45,130,0.6538461538461539
13135050416,15,15,0,30,15,95,105,215,0.13953488372093023
13135050425,0,0,0,0,0,10,30,40,0
13135050427,0,35,30,65,10,35,30,75,0.8666666666666667
13135050430,55,60,90,205,70,125,250,445,0.4606741573033708
13135050433,55,105,15,175,70,120,175,365,0.4794520547945205
13135050435,45,65,0,110,100,215,180,495,0.2222222222222222
13135050437,185,0,0,185,185,160,195,540,0.3425925925925926
13135050438,90,60,4,154,110,205,255,570,0.27017543859649124
13135050439,270,70,15,355,270,95,185,550,0.6454545454545455
13135050440,20,370,0,390,30,470,190,690,0.5652173913043478
13135050441,100,115,0,215,320,255,240,815,0.26380368098159507
13135050442,20,0,35,55,20,20,150,190,0.2894736842105263
13135050443,10,25,25,60,10,25,70,105,0.5714285714285714
13135050444,20,45,0,65,45,45,45,135,0.48148148148148145
13135050445,200,310,10,520,200,590,310,1100,0.4727272727272727
13135050446,195,0,150,345,230,0,485,715,0.4825174825174825
13135050447,130,20,0,150,200,130,175,505,0.297029702970297
13135050448,325,90,35,450,345,210,290,845,0.5325443786982249
13135050449,160,35,30,225,200,100,190,490,0.45918367346938777
13135050450,30,30,0,60,30,80,265,375,0.16
13135050451,120,105,15,240,180,310,345,835,0.2874251497005988
13135050452,145,85,0,230,215,120,95,430,0.5348837209302325
13135050453,155,15,95,265,220,135,355,710,0.3732394366197183
13135050454,70,0,0,70,90,50,165,305,0.22950819672131148
13135050455,125,25,0,150,125,45,75,245,0.6122448979591837
13135050456,90,680,0,770,120,880,365,1365,0.5641025641025641
13135050457,20,0,0,20,20,0,20,40,0.5
13135050458,100,30,4,134,100,30,15,145,0.9241379310344827
13135050459,75,15,45,135,80,45,100,225,0.6
13135050460,180,45,40,265,185,160,160,505,0.5247524752475248
13135050461,0,0,0,0,0,0,0,0,-
13135050462,25,45,0,70,25,45,0,70,1
13135050463,105,370,0,475,140,435,445,1020,0.46568627450980393
13135050464,175,15,30,220,175,50,50,275,0.8
13135050465,0,0,0,0,50,15,15,80,0
13135050466,30,0,0,30,30,0,0,30,1
13135050520,265,135,10,410,325,285,400,1010,0.40594059405940597
13135050521,135,60,0,195,150,195,235,580,0.33620689655172414
13135050522,385,145,0,530,500,260,220,980,0.5408163265306123
13135050526,255,90,65,410,255,205,260,720,0.5694444444444444
13135050528,0,0,0,0,0,30,0,30,0
13135050529,20,0,0,20,40,40,145,225,0.08888888888888889
13135050530,40,30,0,70,115,35,0,150,0.4666666666666667
13135050536,100,40,65,205,110,175,155,440,0.4659090909090909
13135050537,265,170,25,460,345,285,325,955,0.4816753926701571
13135050539,210,150,40,400,230,220,285,735,0.54421768707483
13135050541,300,145,70,515,345,320,610,1275,0.403921568627451
13135050542,415,205,15,635,430,495,435,1360,0.46691176470588236
13135050549,0,135,15,150,0,180,100,280,0.5357142857142857
13135050550,0,20,0,20,0,90,145,235,0.0851063829787234
13135050551,0,0,0,0,0,10,55,65,0
13135050552,0,65,0,65,0,115,40,155,0.41935483870967744
13135050553,0,0,0,0,0,0,10,10,0
13135050554,55,250,0,305,55,295,105,455,0.6703296703296703
13135050555,0,0,0,0,0,65,0,65,0
13135050556,25,0,60,85,55,35,245,335,0.2537313432835821
13135050557,20,0,0,20,45,70,90,205,0.0975609756097561
13135050558,0,90,0,90,0,90,20,110,0.8181818181818182
13135050559,0,40,0,40,0,90,80,170,0.23529411764705882
13135050560,30,65,0,95,30,65,0,95,1
13135050561,195,45,0,240,240,225,50,515,0.46601941747572817
13135050562,320,175,0,495,390,190,105,685,0.7226277372262774
13135050563,10,0,0,10,10,0,80,90,0.1111111111111111
13135050564,155,265,0,420,160,585,295,1040,0.40384615384615385
13135050565,0,0,70,70,0,45,95,140,0.5
13135050566,0,55,0,55,0,55,0,55,1
13135050567,70,40,35,145,70,70,110,250,0.58
13135050568,15,0,0,15,15,10,35,60,0.25
13135050569,425,70,10,505,425,200,90,715,0.7062937062937062
13135050570,0,10,0,10,0,105,75,180,0.05555555555555555
13135050571,45,55,70,170,45,65,70,180,0.9444444444444444
13135050572,35,45,0,80,35,55,20,110,0.7272727272727273
13135050573,0,0,0,0,0,25,0,25,0
13135050574,150,295,20,465,310,430,155,895,0.5195530726256983
13135050575,0,40,0,40,0,60,55,115,0.34782608695652173
13135050576,60,15,0,75,70,20,240,330,0.22727272727272727
13135050577,80,25,0,105,80,85,200,365,0.2876712328767123
13135050578,0,0,0,0,0,0,210,210,0
13135050579,50,0,100,150,50,0,210,260,0.5769230769230769
13135050580,0,4,0,4,0,4,125,129,0.031007751937984496
13135050581,20,10,0,30,20,115,135,270,0.1111111111111111
13135050582,0,0,0,0,0,0,0,0,-
13135050583,20,45,0,65,20,45,25,90,0.7222222222222222
13135050584,0,0,0,0,15,0,0,15,0
13135050585,0,0,0,0,0,0,85,85,0
13135050586,55,30,0,85,55,30,0,85,1
13135050587,115,0,0,115,115,0,0,115,1
13135050588,0,20,0,20,0,20,0,20,1
13135050589,70,15,0,85,85,20,0,105,0.8095238095238095
13135050590,0,35,30,65,55,35,95,185,0.35135135135135137
13135050591,0,0,0,0,0,30,0,30,0
13135050611,0,0,0,0,0,0,90,90,0
13135050612,15,15,0,30,35,15,15,65,0.46153846153846156
13135050613,45,0,0,45,45,0,40,85,0.5294117647058824
13135050614,0,195,0,195,0,195,0,195,1
13135050615,0,0,0,0,0,0,70,70,0
13135050616,0,0,0,0,0,20,100,120,0
13135050617,0,0,35,35,20,0,105,125,0.28
13135050618,0,0,0,0,0,0,0,0,-
13135050619,0,30,40,70,0,30,100,130,0.5384615384615384
13135050620,0,30,0,30,0,30,0,30,1
13135050621,30,0,0,30,30,0,0,30,1
13135050622,0,0,35,35,0,65,35,100,0.35
13135050623,0,0,0,0,0,0,0,0,-
13135050624,30,0,0,30,30,0,0,30,1
13135050625,30,0,0,30,30,0,0,30,1
13135050626,0,0,0,0,0,0,35,35,0
13135050627,75,20,0,95,75,20,75,170,0.5588235294117647
13135050628,0,0,0,0,0,15,0,15,0
13135050629,0,0,0,0,0,0,0,0,-
13135050630,0,35,70,105,0,35,115,150,0.7
13135050631,0,0,0,0,0,0,30,30,0
13135050632,0,0,0,0,0,0,0,0,-
13135050633,140,60,0,200,140,205,160,505,0.39603960396039606
13135050634,95,0,0,95,95,0,270,365,0.2602739726027397
13135050635,0,0,0,0,0,0,95,95,0
13135050636,0,0,0,0,0,0,0,0,-
13135050715,30,0,25,55,35,10,80,125,0.44
13135050719,105,70,65,240,155,220,285,660,0.36363636363636365
13135050722,4,4,0,8,4,4,55,63,0.12698412698412698
13135050725,10,20,20,50,55,60,135,250,0.2
13135050729,70,75,0,145,105,110,125,340,0.4264705882352941
13135050732,45,90,0,135,140,90,95,325,0.4153846153846154
13135050733,75,4,0,79,75,60,65,200,0.395
13135050734,0,90,0,90,15,95,75,185,0.4864864864864865
13135050735,70,0,0,70,70,40,90,200,0.35
13135050736,0,0,0,0,0,0,275,275,0
13135050737,20,0,0,20,20,0,0,20,1
13135050738,0,0,0,0,0,0,0,0,-
13135050739,0,0,0,0,0,0,175,175,0
13135050740,0,0,0,0,0,0,35,35,0
13135050741,0,30,0,30,10,40,15,65,0.46153846153846156
13135050742,55,0,0,55,55,0,4,59,0.9322033898305084
13135050743,0,45,15,60,0,60,15,75,0.8
13135050744,0,0,0,0,0,80,15,95,0
13135050745,0,0,0,0,0,0,135,135,0
13135050746,0,0,0,0,0,275,50,325,0
13135050747,0,100,0,100,25,100,150,275,0.36363636363636365
13135050748,0,4,0,4,0,4,0,4,1
13135050749,0,20,0,20,0,20,10,30,0.6666666666666666
13135050750,0,0,20,20,0,0,20,20,1
13135050751,45,25,0,70,45,175,45,265,0.2641509433962264
13135050752,0,85,15,100,0,150,40,190,0.5263157894736842
13135050753,50,0,20,70,65,0,185,250,0.28
13135050754,20,25,70,115,20,25,140,185,0.6216216216216216
13135050755,0,0,30,30,0,0,30,30,1
13135050756,45,0,0,45,45,0,0,45,1
13135050757,0,0,0,0,0,0,95,95,0
13135050758,60,60,30,150,60,60,50,170,0.8823529411764706
13135050759,0,10,0,10,0,10,0,10,1
13135050760,10,0,45,55,10,10,45,65,0.8461538461538461
13135050761,40,0,0,40,40,0,0,40,1
13135050762,0,0,0,0,0,0,40,40,0
13135050763,0,0,0,0,15,0,25,40,0
13135050764,0,4,10,14,0,40,120,160,0.0875
13135050765,4,0,0,4,4,25,10,39,0.10256410256410256
13137000100,0,10,0,10,20,40,35,95,0.10526315789473684
13137000201,45,0,0,45,75,40,30,145,0.3103448275862069
13137000203,10,0,0,10,25,0,15,40,0.25
13137000204,0,0,0,0,0,0,0,0,-
13137000300,40,0,15,55,95,105,150,350,0.15714285714285714
13137000400,4,0,0,4,4,0,90,94,0.0425531914893617
13137000501,80,0,0,80,80,0,0,80,1
13137000502,30,20,10,60,85,55,100,240,0.25
13137000601,65,4,15,84,80,50,30,160,0.525
13137000603,45,110,0,155,45,110,50,205,0.7560975609756098
13137000604,60,0,25,85,120,105,110,335,0.2537313432835821
13139000101,40,4,4,48,85,100,195,380,0.12631578947368421
13139000102,0,0,0,0,10,30,105,145,0
13139000203,50,10,25,85,55,25,55,135,0.6296296296296297
13139000204,65,10,0,75,65,50,20,135,0.5555555555555556
13139000205,10,0,0,10,25,0,15,40,0.25
13139000206,35,35,0,70,40,40,95,175,0.4
13139000303,10,0,85,95,10,10,135,155,0.6129032258064516
13139000304,35,10,0,45,35,10,10,55,0.8181818181818182
13139000305,55,0,0,55,65,55,35,155,0.3548387096774194
13139000306,10,0,0,10,10,15,0,25,0.4
13139000307,15,0,0,15,15,40,175,230,0.06521739130434782
13139000401,35,60,0,95,45,60,190,295,0.3220338983050847
13139000402,0,10,15,25,0,10,40,50,0.5
13139000501,50,50,0,100,65,110,220,395,0.25316455696202533
13139000502,240,45,45,330,240,50,185,475,0.6947368421052632
13139000601,195,0,20,215,230,110,115,455,0.4725274725274725
13139000602,100,10,45,155,100,85,110,295,0.5254237288135594
13139000702,40,0,0,40,55,115,20,190,0.21052631578947367
13139000703,300,60,0,360,355,125,85,565,0.6371681415929203
13139000704,135,15,0,150,165,25,30,220,0.6818181818181818
13139000800,340,25,15,380,435,110,145,690,0.5507246376811594
13139000901,45,15,0,60,75,30,20,125,0.48
13139000902,145,90,10,245,145,105,340,590,0.4152542372881356
13139001004,70,35,30,135,175,35,215,425,0.3176470588235294
13139001005,0,0,0,0,0,220,105,325,0
13139001006,50,0,0,50,80,10,145,235,0.2127659574468085
13139001007,135,80,0,215,135,205,195,535,0.40186915887850466
13139001008,120,130,10,260,220,285,290,795,0.3270440251572327
13139001101,320,15,65,400,410,95,280,785,0.5095541401273885
13139001102,40,85,80,205,60,115,120,295,0.6949152542372882
13139001202,185,105,80,370,195,110,220,525,0.7047619047619048
13139001203,45,0,0,45,45,50,55,150,0.3
13139001204,75,10,0,85,75,30,130,235,0.3617021276595745
13139001302,20,0,0,20,20,15,70,105,0.19047619047619047
13139001303,15,0,70,85,15,55,80,150,0.5666666666666667
13139001304,95,55,0,150,95,95,75,265,0.5660377358490566
13139001402,15,20,0,35,40,60,50,150,0.23333333333333334
13139001404,110,50,0,160,175,145,160,480,0.3333333333333333
13139001405,4,65,0,69,30,120,65,215,0.3209302325581395
13139001406,65,35,40,140,65,80,65,210,0.6666666666666666
13139001501,20,0,0,20,25,45,160,230,0.08695652173913043
13139001502,0,90,0,90,25,130,20,175,0.5142857142857142
13139001603,0,55,0,55,0,70,35,105,0.5238095238095238
13139001605,20,20,4,44,20,20,20,60,0.7333333333333333
13139001606,75,40,45,160,75,40,155,270,0.5925925925925926
13139001607,25,120,0,145,65,145,35,245,0.5918367346938775
13139001609,0,0,0,0,0,0,0,0,-
13139001610,30,30,0,60,30,30,30,90,0.6666666666666666
13139001611,0,0,0,0,20,0,0,20,0
13139001612,0,0,0,0,0,0,0,0,-
13141480300,35,0,0,35,50,10,4,64,0.546875
13141480400,50,65,0,115,290,170,150,610,0.1885245901639344
13143010100,90,45,0,135,115,105,25,245,0.5510204081632653
13143010201,0,10,0,10,155,80,175,410,0.024390243902439025
13143010202,45,0,0,45,45,4,0,49,0.9183673469387755
13143010301,60,30,15,105,90,70,110,270,0.3888888888888889
13143010303,65,20,0,85,80,40,35,155,0.5483870967741935
13143010304,25,55,0,80,25,100,150,275,0.2909090909090909
13143010401,65,0,0,65,65,55,45,165,0.3939393939393939
13143010402,145,0,0,145,200,35,90,325,0.4461538461538462
13145120198,40,15,4,59,60,105,85,250,0.236
13145120200,10,25,0,35,50,55,0,105,0.3333333333333333
13145120301,4,4,0,8,15,25,25,65,0.12307692307692308
13145120302,0,45,0,45,0,45,50,95,0.47368421052631576
13145120401,0,0,15,15,0,0,15,15,1
