2020 Census Tract,Total Rental Units with Severe Housing Problems and Equal to or less than 80% AMI,Total Rental Units Equal to or less than 80% AMI,% of rental units occupied by 80% AMI and below with Severe Housing Problems
13135050315,675,1445,0.4671280276816609
13135050317,465,1105,0.42081447963800905
13135050318,305,665,0.45864661654135336
13135050321,10,50,0.2
13135050322,10,10,1
13135050323,0,20,0
13135050324,310,760,0.40789473684210525
13135050325,150,205,0.7317073170731707
13135050326,260,570,0.45614035087719296
13135050327,180,380,0.47368421052631576
13135050328,150,435,0.3448275862068966
13135050329,250,435,0.5747126436781609
13135050330,135,270,0.5
13135050331,150,380,0.39473684210526316
13135050332,230,710,0.323943661971831
13135050333,430,950,0.45263157894736844
13135050334,115,530,0.2169811320754717
13135050335,225,335,0.6716417910447762
13135050336,40,40,1
13135050415,85,130,0.6538461538461539
13135050416,30,215,0.13953488372093023
13135050425,0,40,0
13135050427,65,75,0.8666666666666667
13135050430,205,445,0.4606741573033708
13135050433,175,365,0.4794520547945205
13135050435,110,495,0.2222222222222222
13135050437,185,540,0.3425925925925926
13135050438,154,570,0.27017543859649124
13135050439,355,550,0.6454545454545455
13135050440,390,690,0.5652173913043478
13135050441,215,815,0.26380368098159507
13135050442,55,190,0.2894736842105263
13135050443,60,105,0.5714285714285714
13135050444,65,135,0.48148148148148145
13135050445,520,1100,0.4727272727272727
13135050446,345,715,0.4825174825174825
13135050447,150,505,0.297029702970297
13135050448,450,845,0.5325443786982249
13135050449,225,490,0.45918367346938777
13135050450,60,375,0.16
13135050451,240,835,0.2874251497005988
13135050452,230,430,0.5348837209302325
13135050453,265,710,0.3732394366197183
13135050454,70,305,0.22950819672131148
13135050455,150,245,0.6122448979591837
13135050456,770,1365,0.5641025641025641
13135050457,20,40,0.5
13135050458,134,145,0.9241379310344827
13135050459,135,225,0.6
13135050460,265,505,0.5247524752475248
13135050461,0,0,-
13135050462,70,70,1
13135050463,475,1020,0.46568627450980393
13135050464,220,275,0.8
13135050465,0,80,0
13135050466,30,30,1
13135050520,410,1010,0.40594059405940597
13135050521,195,580,0.33620689655172414
13135050522,530,980,0.5408163265306123
13135050526,410,720,0.5694444444444444
13135050528,0,30,0
13135050529,20,225,0.08888888888888889
13135050530,70,150,0.4666666666666667
13135050536,205,440,0.4659090909090909
13135050537,460,955,0.4816753926701571
13135050539,400,735,0.54421768707483
13135050541,515,1275,0.403921568627451
13135050542,635,1360,0.46691176470588236
13135050549,150,280,0.5357142857142857
13135050550,20,235,0.0851063829787234
13135050551,0,65,0
13135050552,65,155,0.41935483870967744
13135050553,0,10,0
13135050554,305,455,0.6703296703296703
13135050555,0,65,0
13135050556,85,335,0.2537313432835821
13135050557,20,205,0.0975609756097561
13135050558,90,110,0.8181818181818182
13135050559,40,170,0.23529411764705882
13135050560,95,95,1
13135050561,240,515,0.46601941747572817
13135050562,495,685,0.7226277372262774
13135050563,10,90,0.1111111111111111
13135050564,420,1040,0.40384615384615385
13135050565,70,140,0.5
13135050566,55,55,1
13135050567,145,250,0.58
13135050568,15,60,0.25
13135050569,505,715,0.7062937062937062
13135050570,10,180,0.05555555555555555
13135050571,170,180,0.9444444444444444
13135050572,80,110,0.7272727272727273
13135050573,0,25,0
13135050574,465,895,0.5195530726256983
13135050575,40,115,0.34782608695652173
13135050576,75,330,0.22727272727272727
13135050577,105,365,0.2876712328767123
13135050578,0,210,0
13135050579,150,260,0.5769230769230769
13135050580,4,129,0.031007751937984496
13135050581,30,270,0.1111111111111111
13135050582,0,0,-
13135050583,65,90,0.7222222222222222
13135050584,0,15,0
13135050585,0,85,0
13135050586,85,85,1
13135050587,115,115,1
13135050588,20,20,1
13135050589,85,105,0.8095238095238095
13135050590,65,185,0.35135135135135137
13135050591,0,30,0
13135050611,0,90,0
13135050612,30,65,0.46153846153846156
13135050613,45,85,0.5294117647058824
13135050614,195,195,1
13135050615,0,70,0
13135050616,0,120,0
13135050617,35,125,0.28
13135050618,0,0,-
13135050619,70,130,0.5384615384615384
13135050620,30,30,1
13135050621,30,30,1
13135050622,35,100,0.35
13135050623,0,0,-
13135050624,30,30,1
13135050625,30,30,1
13135050626,0,35,0
13135050627,95,170,0.5588235294117647
13135050628,0,15,0
13135050629,0,0,-
13135050630,105,150,0.7
13135050631,0,30,0
13135050632,0,0,-
13135050633,200,505,0.39603960396039606
13135050634,95,365,0.2602739726027397
13135050635,0,95,0
13135050636,0,0,-
13135050715,55,125,0.44
13135050719,240,660,0.36363636363636365
13135050722,8,63,0.12698412698412698
13135050725,50,250,0.2
13135050729,145,340,0.4264705882352941
13135050732,135,325,0.4153846153846154
13135050733,79,200,0.395
13135050734,90,185,0.4864864864864865
13135050735,70,200,0.35
13135050736,0,275,0
13135050737,20,20,1
13135050738,0,0,-
13135050739,0,175,0
13135050740,0,35,0
13135050741,30,65,0.46153846153846156
13135050742,55,59,0.9322033898305084
13135050743,60,75,0.8
13135050744,0,95,0
13135050745,0,135,0
13135050746,0,325,0
13135050747,100,275,0.36363636363636365
13135050748,4,4,1
13135050749,20,30,0.6666666666666666
13135050750,20,20,1
13135050751,70,265,0.2641509433962264
13135050752,100,190,0.5263157894736842
13135050753,70,250,0.28
13135050754,115,185,0.6216216216216216
13135050755,30,30,1
13135050756,45,45,1
13135050757,0,95,0
13135050758,150,170,0.8823529411764706
13135050759,10,10,1
13135050760,55,65,0.8461538461538461
13135050761,40,40,1
13135050762,0,40,0
13135050763,0,40,0
13135050764,14,160,0.0875
13135050765,4,39,0.10256410256410256
13137000100,10,95,0.10526315789473684
13137000201,45,145,0.3103448275862069
13137000203,10,40,0.25
13137000204,0,0,-
13137000300,55,350,0.15714285714285714
13137000400,4,94,0.0425531914893617
13137000501,80,80,1
13137000502,60,240,0.25
13137000601,84,160,0.525
13137000603,155,205,0.7560975609756098
13137000604,85,335,0.2537313432835821
13139000101,48,380,0.12631578947368421
13139000102,0,145,0
13139000203,85,135,0.6296296296296297
13139000204,75,135,0.5555555555555556
13139000205,10,40,0.25
13139000206,70,175,0.4
13139000303,95,155,0.6129032258064516
13139000304,45,55,0.8181818181818182
13139000305,55,155,0.3548387096774194
13139000306,10,25,0.4
13139000307,15,230,0.06521739130434782
13139000401,95,295,0.3220338983050847
13139000402,25,50,0.5
13139000501,100,395,0.25316455696202533
13139000502,330,475,0.6947368421052632
13139000601,215,455,0.4725274725274725
13139000602,155,295,0.5254237288135594
13139000702,40,190,0.21052631578947367
13139000703,360,565,0.6371681415929203
13139000704,150,220,0.6818181818181818
13139000800,380,690,0.5507246376811594
13139000901,60,125,0.48
13139000902,245,590,0.4152542372881356
13139001004,135,425,0.3176470588235294
13139001005,0,325,0
13139001006,50,235,0.2127659574468085
13139001007,215,535,0.40186915887850466
13139001008,260,795,0.3270440251572327
13139001101,400,785,0.5095541401273885
13139001102,205,295,0.6949152542372882
13139001202,370,525,0.7047619047619048
13139001203,45,150,0.3
13139001204,85,235,0.3617021276595745
13139001302,20,105,0.19047619047619047
13139001303,85,150,0.5666666666666667
13139001304,150,265,0.5660377358490566
13139001402,35,150,0.23333333333333334
13139001404,160,480,0.3333333333333333
13139001405,69,215,0.3209302325581395
13139001406,140,210,0.6666666666666666
13139001501,20,230,0.08695652173913043
13139001502,90,175,0.5142857142857142
13139001603,55,105,0.5238095238095238
13139001605,44,60,0.7333333333333333
13139001606,160,270,0.5925925925925926
13139001607,145,245,0.5918367346938775
13139001609,0,0,-
13139001610,60,90,0.6666666666666666
13139001611,0,20,0
13139001612,0,0,-
13141480300,35,64,0.546875
13141480400,115,610,0.1885245901639344
13143010100,135,245,0.5510204081632653
13143010201,10,410,0.024390243902439025
13143010202,45,49,0.9183673469387755
13143010301,105,270,0.3888888888888889
13143010303,85,155,0.5483870967741935
13143010304,80,275,0.2909090909090909
13143010401,65,165,0.3939393939393939
13143010402,145,325,0.4461538461538462
13145120198,59,250,0.236
13145120200,35,105,0.3333333333333333
13145120301,8,65,0.12307692307692308
13145120302,45,95,0.47368421052631576
13145120401,15,15,1
13145120403,0,0,-
13145120404,15,80,0.1875
13147960101,15,15,1
13147960102,0,55,0
13147960103,60,240,0.25
13147960200,30,140,0.21428571428571427
13147960300,80,305,0.26229508196721313
13147960401,40,300,0.13333333333333333
13147960402,180,325,0.5538461538461539
13147960501,15,84,0.17857142857142858
13147960502,0,20,0
13147960503,210,375,0.56
13149970100,170,635,0.2677165354330709
13149970200,74,175,0.4228571428571429
13149970300,35,265,0.1320754716981132
13151070109,35,200,0.175
13151070113,95,480,0.19791666666666666
13151070114,345,1285,0.26848249027237353
13151070115,200,240,0.8333333333333334
13151070116,0,145,0
13151070117,0,235,0
13151070118,10,50,0.2
13151070119,430,905,0.47513812154696133
13151070120,75,99,0.7575757575757576
13151070121,20,145,0.13793103448275862
13151070122,25,70,0.35714285714285715
13151070123,230,1010,0.22772277227722773
13151070124,0,0,-
13151070125,0,135,0
13151070126,94,150,0.6266666666666667
13151070127,40,119,0.33613445378151263
13151070128,50,265,0.18867924528301888
13151070204,0,120,0
13151070206,35,35,1
13151070207,0,80,0
13151070208,80,130,0.6153846153846154
13151070209,0,15,0
13151070210,0,20,0
13151070211,50,280,0.17857142857142858
13151070212,55,335,0.16417910447761194
13151070213,0,0,-
13151070214,0,0,-
13151070215,0,50,0
13151070216,0,85,0
13151070307,50,125,0.4
13151070310,85,110,0.7727272727272727
13151070312,55,160,0.34375
13151070313,45,80,0.5625
13151070314,0,25,0
13151070315,65,140,0.4642857142857143
13151070316,20,80,0.25
13151070317,340,700,0.4857142857142857
13151070318,100,205,0.4878048780487805
13151070319,60,135,0.4444444444444444
13151070320,0,185,0
13151070321,0,0,-
13151070322,185,565,0.3274336283185841
13151070323,170,720,0.2361111111111111
13151070324,310,555,0.5585585585585585
13151070325,185,255,0.7254901960784313
13151070405,60,225,0.26666666666666666
13151070406,70,155,0.45161290322580644
13151070407,0,35,0
13151070408,0,0,-
13151070409,15,15,1
13151070410,55,114,0.4824561403508772
13151070411,105,370,0.28378378378378377
13151070412,90,285,0.3157894736842105
13151070503,165,450,0.36666666666666664
13151070504,25,105,0.23809523809523808
13151070505,160,230,0.6956521739130435
13151070506,85,210,0.40476190476190477
13151070507,0,35,0
13151070508,0,0,-
13153020106,24,85,0.2823529411764706
13153020108,235,565,0.415929203539823
13153020110,255,805,0.3167701863354037
13153020111,55,230,0.2391304347826087
13153020112,70,180,0.3888888888888889
13153020113,260,415,0.6265060240963856
13153020200,430,1070,0.40186915887850466
13153020301,60,195,0.3076923076923077
13153020302,260,830,0.3132530120481928
13153020400,320,610,0.5245901639344263
13153020600,54,105,0.5142857142857142
13153020700,290,665,0.43609022556390975
13153020800,115,275,0.41818181818181815
13153020900,180,295,0.6101694915254238
13153021001,110,730,0.1506849315068493
13153021002,95,190,0.5
13153021108,35,165,0.21212121212121213
13153021114,70,70,1
13153021115,65,140,0.4642857142857143
13153021116,185,430,0.43023255813953487
13153021117,50,230,0.21739130434782608
13153021118,150,505,0.297029702970297
13153021119,90,320,0.28125
13153021120,115,325,0.35384615384615387
13153021121,0,20,0
13153021122,0,0,-
13153021123,100,305,0.32786885245901637
13153021124,0,40,0
13153021125,140,200,0.7
13153021203,0,15,0
13153021204,25,180,0.1388888888888889
13153021205,100,250,0.4
13153021206,40,550,0.07272727272727272
13153021300,145,410,0.35365853658536583
13153021401,160,415,0.3855421686746988
13153021402,120,135,0.8888888888888888
13153021501,0,25,0
13153021502,8,129,0.06201550387596899
13155950100,4,100,0.04
13155950201,80,290,0.27586206896551724
13155950202,80,330,0.24242424242424243
13157010104,84,205,0.4097560975609756
13157010105,0,15,0
13157010106,70,195,0.358974358974359
13157010107,0,15,0
13157010108,35,205,0.17073170731707318
13157010109,0,0,-
13157010200,50,230,0.21739130434782608
13157010300,130,465,0.27956989247311825
13157010400,90,480,0.1875
13157010500,70,345,0.2028985507246377
13157010601,85,150,0.5666666666666667
13157010602,50,85,0.5882352941176471
13157010701,105,195,0.5384615384615384
13157010703,35,85,0.4117647058823529
13157010704,0,105,0
13157010705,15,110,0.13636363636363635
13157010706,155,325,0.47692307692307695
13159010100,55,220,0.25
13159010200,50,145,0.3448275862068966
13159010501,25,64,0.390625
13159010502,70,305,0.22950819672131148
13159010503,0,85,0
13161960101,80,255,0.3137254901960784
13161960102,150,495,0.30303030303030304
13161960201,69,380,0.18157894736842106
13161960202,0,145,0
13161960300,10,44,0.22727272727272727
13163960100,168,520,0.3230769230769231
13163960200,8,80,0.1
13163960300,265,615,0.43089430894308944
13163960400,65,275,0.23636363636363636
13165960100,260,510,0.5098039215686274
13165960200,69,125,0.552
13167960100,65,195,0.3333333333333333
13167960201,45,115,0.391304347826087
13167960202,125,250,0.5
13167960300,4,115,0.034782608695652174
13169030101,50,70,0.7142857142857143
13169030103,10,49,0.20408163265306123
13169030105,10,170,0.058823529411764705
13169030106,40,215,0.18604651162790697
13169030200,15,65,0.23076923076923078
13169030303,0,170,0
13169030304,135,170,0.7941176470588235
13169030305,220,315,0.6984126984126984
13169030306,25,110,0.22727272727272727
13171970100,100,310,0.3225806451612903
13171970201,130,265,0.49056603773584906
13171970202,30,125,0.24
13171970300,80,590,0.13559322033898305
13173950100,45,130,0.34615384615384615
13173950201,300,720,0.4166666666666667
13173950202,35,219,0.1598173515981735
13175950100,20,135,0.14814814814814814
13175950201,95,380,0.25
13175950202,55,155,0.3548387096774194
13175950300,59,150,0.3933333333333333
13175950400,320,780,0.41025641025641024
13175950500,120,300,0.4
13175950600,24,65,0.36923076923076925
13175950700,89,155,0.5741935483870968
13175950800,125,370,0.33783783783783783
13175950900,165,820,0.20121951219512196
13175951001,0,155,0
13175951002,150,435,0.3448275862068966
13175951100,140,275,0.509090909090909
13175951400,39,105,0.37142857142857144
13177020101,60,70,0.8571428571428571
13177020102,20,65,0.3076923076923077
13177020200,39,115,0.3391304347826087
13177020301,39,155,0.25161290322580643
13177020302,25,185,0.13513513513513514
13177020403,24,49,0.4897959183673469
13177020404,145,280,0.5178571428571429
13177020405,145,185,0.7837837837837838
13179010101,215,915,0.23497267759562843
13179010102,25,80,0.3125
13179010103,79,219,0.3607305936073059
13179010202,195,545,0.3577981651376147
13179010204,245,415,0.5903614457831325
13179010205,180,495,0.36363636363636365
13179010206,245,685,0.35766423357664234
13179010207,335,665,0.5037593984962406
13179010208,185,420,0.44047619047619047
13179010301,120,160,0.75
13179010302,390,745,0.5234899328859061
13179010401,74,245,0.3020408163265306
13179010402,240,340,0.7058823529411765
13179010501,60,195,0.3076923076923077
13179010503,50,90,0.5555555555555556
13179010504,14,100,0.14
13179010600,45,185,0.24324324324324326
13179990000,0,0,-
13181970100,135,410,0.32926829268292684
13181970200,60,280,0.21428571428571427
13183970101,80,315,0.25396825396825395
13183970102,55,490,0.11224489795918367
13183970201,129,255,0.5058823529411764
13183970202,35,335,0.1044776119402985
13183980000,0,0,-
13185010101,235,450,0.5222222222222223
13185010102,135,360,0.375
13185010103,0,150,0
13185010201,20,105,0.19047619047619047
13185010203,70,179,0.39106145251396646
13185010204,0,75,0
13185010301,100,300,0.3333333333333333
13185010302,20,40,0.5
13185010401,60,205,0.2926829268292683
13185010403,90,295,0.3050847457627119
13185010404,260,945,0.2751322751322751
13185010500,425,885,0.480225988700565
13185010601,315,1400,0.225
13185010604,85,184,0.46195652173913043
13185010700,70,160,0.4375
13185010801,245,710,0.34507042253521125
13185010802,190,355,0.5352112676056338
13185010900,165,400,0.4125
13185011000,115,485,0.23711340206185566
13185011100,120,465,0.25806451612903225
13185011200,365,725,0.503448275862069
13185011301,684,1385,0.49386281588447656
13185011302,220,580,0.3793103448275862
13185011401,39,89,0.43820224719101125
13185011402,60,215,0.27906976744186046
13185011404,164,245,0.6693877551020408
13185011405,60,595,0.10084033613445378
13185011500,24,140,0.17142857142857143
13185011600,145,370,0.3918918918918919
13187960103,0,130,0
13187960104,0,155,0
13187960105,140,210,0.6666666666666666
13187960106,90,160,0.5625
13187960203,80,210,0.38095238095238093
13187960204,440,725,0.6068965517241379
13187960205,100,330,0.30303030303030304
13187960206,60,220,0.2727272727272727
13189950100,0,65,0
13189950200,135,655,0.20610687022900764
13189950300,85,310,0.27419354838709675
13189950401,35,95,0.3684210526315789
13189950402,115,390,0.2948717948717949
13189950500,54,220,0.24545454545454545
13191110101,0,10,0
13191110102,15,95,0.15789473684210525
13191110103,30,35,0.8571428571428571
13191110201,4,185,0.021621621621621623
13191110202,15,180,0.08333333333333333
13191110300,35,270,0.12962962962962962
13191980000,0,0,-
13191990000,0,0,-
13193000100,100,280,0.35714285714285715
13193000200,29,140,0.20714285714285716
13193000300,160,405,0.3950617283950617
13193000400,135,390,0.34615384615384615
13195020100,205,475,0.43157894736842106
13195020200,70,145,0.4827586206896552
13195020300,29,510,0.056862745098039215
13195020400,75,145,0.5172413793103449
13195020501,20,80,0.25
13195020502,170,545,0.3119266055045872
13195020600,25,110,0.22727272727272727
13197920100,50,120,0.4166666666666667
13197920200,55,440,0.125
13199970501,25,485,0.05154639175257732
13199970502,29,215,0.13488372093023257
13199970600,110,405,0.2716049382716049
13199970701,35,215,0.16279069767441862
13199970702,59,245,0.24081632653061225
13199970801,145,295,0.4915254237288136
13199970802,10,185,0.05405405405405406
13201950100,30,124,0.24193548387096775
13201950200,39,220,0.17727272727272728
13201950300,95,120,0.7916666666666666
13205090100,55,165,0.3333333333333333
13205090200,85,335,0.2537313432835821
13205090300,194,395,0.4911392405063291
13205090401,0,8,0
13205090402,265,340,0.7794117647058824
13205090501,185,500,0.37
13205090502,50,170,0.29411764705882354
13207050101,60,130,0.46153846153846156
13207050102,260,405,0.6419753086419753
13207050200,145,685,0.2116788321167883
13207050301,14,40,0.35
13207050302,0,170,0
13209950100,24,44,0.5454545454545454
13209950200,120,455,0.26373626373626374
13209950300,19,75,0.25333333333333335
13211010100,30,58,0.5172413793103449
13211010200,19,255,0.07450980392156863
13211010301,74,255,0.2901960784313726
13211010302,20,225,0.08888888888888889
13211010400,30,49,0.6122448979591837
13211010500,25,79,0.31645569620253167
13213010100,15,145,0.10344827586206896
13213010201,44,89,0.4943820224719101
13213010203,45,45,1
13213010204,90,195,0.46153846153846156
13213010300,150,285,0.5263157894736842
13213010401,150,380,0.39473684210526316
13213010402,20,195,0.10256410256410256
13213010500,25,165,0.15151515151515152
13213010600,24,355,0.0676056338028169
13213010700,160,655,0.24427480916030533
13215000200,14,125,0.112
13215000300,134,250,0.536
13215000400,120,225,0.5333333333333333
13215000800,215,425,0.5058823529411764
13215000900,95,420,0.2261904761904762
13215001000,105,265,0.39622641509433965
13215001100,60,60,1
13215001200,330,650,0.5076923076923077
13215001400,220,470,0.46808510638297873
13215001600,410,950,0.43157894736842106
13215001800,230,365,0.6301369863013698
13215002000,210,440,0.4772727272727273
13215002100,195,340,0.5735294117647058
13215002200,260,515,0.5048543689320388
13215002300,145,355,0.4084507042253521
13215002400,85,400,0.2125
13215002500,110,260,0.4230769230769231
13215002700,170,495,0.3434343434343434
13215002800,150,390,0.38461538461538464
13215002901,265,430,0.6162790697674418
13215002902,175,520,0.33653846153846156
13215003000,405,750,0.54
13215003200,290,645,0.4496124031007752
13215003301,40,100,0.4
13215003302,164,315,0.5206349206349207
13215003400,210,440,0.4772727272727273
13215010106,125,485,0.25773195876288657
13215010108,290,635,0.4566929133858268
13215010109,120,210,0.5714285714285714
13215010110,0,10,0
13215010111,0,35,0
13215010204,175,345,0.5072463768115942
13215010205,100,250,0.4
13215010206,70,110,0.6363636363636364
13215010207,30,30,1
13215010208,245,520,0.47115384615384615
13215010209,25,140,0.17857142857142858
13215010301,10,20,0.5
13215010303,55,140,0.39285714285714285
13215010304,75,155,0.4838709677419355
13215010401,100,315,0.31746031746031744
13215010402,155,625,0.248
13215010501,250,620,0.4032258064516129
13215010502,145,350,0.4142857142857143
13215010602,310,430,0.7209302325581395
13215010605,60,305,0.19672131147540983
13215010606,4,4,1
13215010607,229,520,0.4403846153846154
13215010608,155,275,0.5636363636363636
13215010701,190,425,0.4470588235294118
13215010702,145,280,0.5178571428571429
13215010704,65,340,0.19117647058823528
13215010705,80,200,0.4
13215010801,55,200,0.275
13215010802,180,390,0.46153846153846156
13215011100,250,400,0.625
13215011200,155,400,0.3875
13215011400,149,285,0.5228070175438596
13215011500,440,700,0.6285714285714286
13217100101,14,105,0.13333333333333333
13217100102,15,175,0.08571428571428572
13217100202,19,48,0.3958333333333333
13217100203,95,210,0.4523809523809524
13217100204,49,85,0.5764705882352941
13217100301,345,595,0.5798319327731093
13217100302,130,345,0.37681159420289856
13217100400,130,315,0.4126984126984127
13217100503,110,430,0.2558139534883721
13217100504,435,995,0.4371859296482412
13217100505,95,95,1
13217100506,145,520,0.27884615384615385
13217100507,0,145,0
13217100600,449,730,0.6150684931506849
13217100701,630,935,0.6737967914438503
13217100702,195,530,0.36792452830188677
13217100801,60,485,0.12371134020618557
13217100802,150,380,0.39473684210526316
13217100902,205,310,0.6612903225806451
13217100903,290,430,0.6744186046511628
13217100904,75,190,0.39473684210526316
13217100905,75,270,0.2777777777777778
13219030101,0,65,0
13219030102,0,50,0
13219030103,4,185,0.021621621621621623
13219030104,20,150,0.13333333333333333
13219030201,45,80,0.5625
13219030202,75,285,0.2631578947368421
13219030300,60,169,0.35502958579881655
13219030401,0,0,-
13219030402,40,220,0.18181818181818182
13219030500,15,45,0.3333333333333333
13219030600,0,54,0
13221960100,4,80,0.05
13221960203,145,325,0.4461538461538462
13221960204,50,85,0.5882352941176471
13221960205,14,120,0.11666666666666667
13221960206,69,250,0.276
13221960300,4,43,0.09302325581395349
13223120104,15,70,0.21428571428571427
13223120105,20,105,0.19047619047619047
13223120106,0,55,0
13223120107,35,460,0.07608695652173914
13223120108,30,340,0.08823529411764706
13223120109,25,64,0.390625
13223120110,0,75,0
13223120111,20,195,0.10256410256410256
13223120203,55,140,0.39285714285714285
13223120205,15,95,0.15789473684210525
13223120206,125,260,0.4807692307692308
13223120207,25,70,0.35714285714285715
13223120208,179,400,0.4475
13223120301,155,480,0.3229166666666667
13223120303,0,45,0
13223120304,0,0,-
13223120305,230,640,0.359375
13223120306,245,360,0.6805555555555556
13223120307,60,410,0.14634146341463414
13223120401,50,480,0.10416666666666667
13223120402,0,30,0
13223120403,255,595,0.42857142857142855
13223120503,40,135,0.2962962962962963
13223120504,0,40,0
13223120505,25,215,0.11627906976744186
13223120506,0,70,0
13223120507,155,270,0.5740740740740741
13223120601,55,285,0.19298245614035087
13223120603,40,330,0.12121212121212122
13223120604,0,29,0
13223120605,75,135,0.5555555555555556
13223120606,45,100,0.45
13223120607,0,130,0
13225040101,19,34,0.5588235294117647
13225040103,99,325,0.3046153846153846
13225040104,0,430,0
13225040105,0,195,0
13225040200,185,400,0.4625
13225040301,25,180,0.1388888888888889
13225040302,85,485,0.17525773195876287
13225040400,145,690,0.21014492753623187
13227050101,0,20,0
13227050102,30,30,1
13227050201,345,485,0.711340206185567
13227050202,15,265,0.05660377358490566
13227050300,75,250,0.3
13227050400,110,230,0.4782608695652174
13227050500,95,355,0.2676056338028169
13227050601,34,145,0.23448275862068965
13227050602,25,25,1
13229960100,50,145,0.3448275862068966
13229960200,0,34,0
13229960301,65,245,0.2653061224489796
13229960302,30,105,0.2857142857142857
13229960401,20,240,0.08333333333333333
13229960402,0,180,0
13231010101,45,105,0.42857142857142855
13231010102,30,160,0.1875
13231010200,30,115,0.2608695652173913
13231010300,40,150,0.26666666666666666
13231010400,34,135,0.2518518518518518
13233010100,140,485,0.28865979381443296
13233010201,170,340,0.5
13233010202,0,65,0
13233010300,150,315,0.47619047619047616
13233010400,195,670,0.291044776119403
13233010500,315,715,0.4405594405594406
13233010600,145,230,0.6304347826086957
13233010700,305,655,0.46564885496183206
13235950100,14,18,0.7777777777777778
13235950201,445,695,0.6402877697841727
13235950202,30,140,0.21428571428571427
13235950300,0,35,0
13237960101,155,220,0.7045454545454546
13237960103,125,235,0.5319148936170213
13237960104,55,150,0.36666666666666664
13237960201,15,110,0.13636363636363635
13237960203,55,290,0.1896551724137931
13237960204,135,330,0.4090909090909091
13237960301,0,145,0
13237960302,10,55,0.18181818181818182
13239960300,25,100,0.25
13241970101,60,100,0.6
13241970102,280,288,0.9722222222222222
13241970103,80,170,0.47058823529411764
13241970201,50,250,0.2
13241970202,155,305,0.5081967213114754
13241970302,25,55,0.45454545454545453
13241970303,75,150,0.5
13241970304,4,10,0.4
13243790100,39,135,0.28888888888888886
13243790200,155,935,0.1657754010695187
13245000100,185,425,0.43529411764705883
13245000200,159,645,0.24651162790697675
13245000300,95,220,0.4318181818181818
13245000600,410,605,0.6776859504132231
13245000700,130,410,0.3170731707317073
13245001000,130,380,0.34210526315789475
13245001100,4,110,0.03636363636363636
13245001200,490,870,0.5632183908045977
13245001300,70,175,0.4
13245001400,124,245,0.5061224489795918
13245001602,119,225,0.5288888888888889
13245001603,160,340,0.47058823529411764
13245001604,105,650,0.16153846153846155
13245010101,50,175,0.2857142857142857
13245010104,250,460,0.5434782608695652
13245010105,155,425,0.36470588235294116
13245010107,135,285,0.47368421052631576
13245010108,15,325,0.046153846153846156
13245010109,95,295,0.3220338983050847
13245010201,30,110,0.2727272727272727
13245010203,275,670,0.41044776119402987
13245010205,185,185,1
13245010206,260,470,0.5531914893617021
13245010207,0,30,0
13245010208,10,165,0.06060606060606061
13245010300,515,1080,0.47685185185185186
13245010400,545,815,0.6687116564417178
13245010506,655,1145,0.5720524017467249
13245010507,275,515,0.5339805825242718
13245010508,275,780,0.3525641025641026
13245010509,300,590,0.5084745762711864
13245010510,310,735,0.4217687074829932
13245010511,175,310,0.5645161290322581
13245010512,140,490,0.2857142857142857
13245010513,195,330,0.5909090909090909
13245010514,275,530,0.5188679245283019
13245010515,175,595,0.29411764705882354
13245010601,175,420,0.4166666666666667
13245010602,180,560,0.32142857142857145
13245010706,190,385,0.4935064935064935
13245010707,65,170,0.38235294117647056
13245010708,150,475,0.3157894736842105
13245010709,100,270,0.37037037037037035
13245010710,370,625,0.592
13245010711,125,255,0.49019607843137253
13245010713,135,270,0.5
13245010714,120,120,1
13245010801,115,340,0.3382352941176471
13245010802,45,85,0.5294117647058824
13245010903,50,185,0.2702702702702703
13245010904,90,295,0.3050847457627119
13245010905,115,250,0.46
13245010907,65,80,0.8125
13245010908,130,150,0.8666666666666667
13245011000,294,900,0.32666666666666666
13245011100,145,455,0.31868131868131866
13247060101,25,85,0.29411764705882354
13247060103,0,55,0
13247060104,115,125,0.92
13247060201,215,370,0.581081081081081
13247060203,200,405,0.49382716049382713
13247060204,90,205,0.43902439024390244
13247060305,280,840,0.3333333333333333
13247060306,15,40,0.375
13247060310,229,555,0.4126126126126126
13247060311,25,180,0.1388888888888889
13247060312,0,0,-
13247060313,0,225,0
13247060314,160,450,0.35555555555555557
13247060315,170,395,0.43037974683544306
13247060316,285,905,0.3149171270718232
13247060317,150,355,0.4225352112676056
13247060318,175,870,0.20114942528735633
13247060403,55,60,0.9166666666666666
13247060406,90,195,0.46153846153846156
13247060407,49,75,0.6533333333333333
13247060408,24,160,0.15
13247060409,20,60,0.3333333333333333
13247060410,20,210,0.09523809523809523
13247060411,0,0,-
13249960100,89,240,0.37083333333333335
13249960200,15,55,0.2727272727272727
13251970200,8,70,0.11428571428571428
13251970300,50,180,0.2777777777777778
13251970401,55,185,0.2972972972972973
13251970402,80,360,0.2222222222222222
13251970500,35,90,0.3888888888888889
13251970600,64,125,0.512
13253200100,10,110,0.09090909090909091
13253200200,310,535,0.5794392523364486
13253200300,10,95,0.10526315789473684
13255160101,55,325,0.16923076923076924
13255160102,4,45,0.08888888888888889
13255160201,15,110,0.13636363636363635
13255160202,0,80,0
13255160300,195,505,0.38613861386138615
13255160401,85,340,0.25
13255160402,225,625,0.36
